n,dist,p
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
10000,0.4,0.0001
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100000,0.4,1e-05
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
100,0.41000000000000003,0.01
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
1000,0.41000000000000003,0.001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
10000,0.41000000000000003,0.0001
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100000,0.41000000000000003,1e-05
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
100,0.42000000000000004,0.01
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
1000,0.42000000000000004,0.001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
10000,0.42000000000000004,0.0001
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100000,0.42000000000000004,1e-05
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
100,0.43000000000000005,0.01
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
1000,0.43000000000000005,0.001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
10000,0.43000000000000005,0.0001
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100000,0.43000000000000005,1e-05
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
100,0.44000000000000006,0.01
1000,0.44000000000000006,0.002
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.003
1000,0.44000000000000006,0.002
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.002
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.002
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
1000,0.44000000000000006,0.001
10000,0.44000000000000006,0.0003
10000,0.44000000000000006,0.0004
10000,0.44000000000000006,0.0004
10000,0.44000000000000006,0.0005
10000,0.44000000000000006,0.0007
10000,0.44000000000000006,0.0008
10000,0.44000000000000006,0.0002
10000,0.44000000000000006,0.0005
10000,0.44000000000000006,0.0006
10000,0.44000000000000006,0.0003
10000,0.44000000000000006,0.0005
10000,0.44000000000000006,0.0002
10000,0.44000000000000006,0.0002
10000,0.44000000000000006,0.0003
10000,0.44000000000000006,0.0004
10000,0.44000000000000006,0.0004
10000,0.44000000000000006,0.0004
10000,0.44000000000000006,0.0003
10000,0.44000000000000006,0.0002
10000,0.44000000000000006,0.0005
10000,0.44000000000000006,0.0001
10000,0.44000000000000006,0.0002
10000,0.44000000000000006,0.0002
10000,0.44000000000000006,0.0003
10000,0.44000000000000006,0.0003
